fighter_name,Height,Weight,Reach,Stance,DOB,year
Paulo Santos,,,,,,
Paulo Thiago,180.34,77.11064,185.42000000000002,Orthodox,"Jan 25, 1981",1981.0
Pawel Nastula,182.88,104.32616,,Southpaw,"Jun 26, 1970",1970.0
Pawel Pawlak,182.88,77.11064,185.42000000000002,Orthodox,"Feb 08, 1989",1989.0
Pearl Gonzalez,162.56,52.16308,172.72,Orthodox,"Aug 12, 1986",1986.0
Pedro Munhoz,167.64000000000001,61.23492,165.1,Orthodox,"Sep 07, 1986",1986.0
Pedro Nobre,165.1,61.23492,,,"Feb 13, 1986",1986.0
Pedro Otavio,190.5,111.13004,,Orthodox,,
Pedro Rizzo,185.42,109.31567199999999,,Orthodox,"May 03, 1974",1974.0
Peggy Morgan,185.42,61.23492,177.8,,"Dec 16, 1979",1979.0
Per Eklund,177.8,70.30676,182.88,Orthodox,,
Pete Rogers Jr.,182.88,65.77083999999999,,,,
Pete Sabala,,61.23492,,,,
Pete Sell,180.34,77.11064,190.5,Orthodox,"Aug 05, 1982",1982.0
Pete Spratt,175.26,77.11064,,Orthodox,"Jan 09, 1971",1971.0
Pete Williams,190.5,106.59412,,Orthodox,"Jul 10, 1975",1975.0
Peter Petties,180.34,65.77083999999999,182.88,Southpaw,"Dec 20, 1990",1990.0
Peter Sobotta,182.88,77.11064,190.5,Southpaw,"Jan 11, 1987",1987.0
Petr Yan,170.18,61.23492,170.18,Switch,"Feb 11, 1993",1993.0
Phil Baroni,175.26,77.11064,182.88,Orthodox,"Apr 16, 1976",1976.0
Phil Cardella,180.34,70.30676,,,"Jul 09, 1976",1976.0
Phil Davis,187.96,92.98636,200.66,Orthodox,"Sep 25, 1984",1984.0
Phil Harris,162.56,56.699,162.56,Orthodox,"Sep 04, 1983",1983.0
Phil Hawes,185.42,83.91452,177.8,Orthodox,"Jan 08, 1989",1989.0
Phil Johns,157.48000000000002,77.11064,,Southpaw,"Oct 22, 1968",1968.0
Philip De Fries,195.57999999999998,113.398,208.28,Orthodox,"Apr 21, 1986",1986.0
Philip Perez,165.1,70.30676,,Southpaw,,
Philip Preece,172.72,92.98636,,Orthodox,,
Philipe Lins,187.96,92.98636,,,"Aug 17, 1985",1985.0
Phillip Miller,180.34,83.91452,,Orthodox,"Feb 20, 1979",1979.0
Phillipe Nover,175.26,65.77083999999999,182.88,Orthodox,"Feb 03, 1984",1984.0
Pietro Menga,170.18,56.699,172.72,Southpaw,"Feb 15, 1988",1988.0
Piotr Hallmann,175.26,70.30676,180.34,Orthodox,"Aug 25, 1987",1987.0
Poliana Botelho,172.72,52.16308,170.18,Orthodox,"Dec 15, 1988",1988.0
Polo Reyes,180.34,70.30676,180.34,,"Nov 07, 1984",1984.0
Polyana Viana,165.1,52.16308,170.18,Orthodox,"Jun 14, 1992",1992.0
Poppies Martinez,175.26,65.77083999999999,,,"Aug 19, 1983",1983.0
Priscila Cachoeira,170.18,56.699,165.1,Orthodox,"Aug 19, 1988",1988.0
Pro Escobedo,,92.98636,,,,
Punahele Soriano,180.34,83.91452,182.88,Southpaw,"Nov 22, 1992",1992.0
Quinn Mulhern,190.5,70.30676,193.04,Orthodox,"Sep 20, 1984",1984.0
RJ Clifford,,72.57472,,,,
Rachael Ostovich,160.02,56.699,157.48,Orthodox,"Feb 25, 1991",1991.0
Rafael Carino,203.2,111.13004,,Orthodox,,
Rafael Carvalho,190.5,83.91452,,,"Jul 27, 1986",1986.0
Rafael Dias,175.26,65.77083999999999,,Orthodox,"Oct 20, 1979",1979.0
Rafael Dos Anjos,172.72,77.11064,177.8,Southpaw,"Oct 26, 1984",1984.0
Rafael Feijao,185.42,92.98636,185.42000000000002,Orthodox,"Apr 14, 1980",1980.0
Rafael Fiziev,172.72,70.30676,180.34,Switch,"Mar 05, 1993",1993.0
Rafael Freitas,,92.98636,,Orthodox,,
Rafael Natal,182.88,83.91452,193.04,Orthodox,"Dec 25, 1982",1982.0
Rafael Rebello,165.1,61.23492,170.18,Orthodox,"Oct 16, 1980",1980.0
Rafael Rios,,68.0388,,,,
Rafael Silva,170.18,61.23492,,,"Mar 20, 1985",1985.0
Rafaello Oliveira,172.72,70.30676,180.34,Orthodox,"Jan 26, 1982",1982.0
Rainy Martinez,182.88,90.264808,,Orthodox,,
Raja Shippen,167.64000000000001,65.77083999999999,,,"Oct 07, 1986",1986.0
Ralek Gracie,187.96,95.25431999999999,,Orthodox,"Oct 04, 1985",1985.0
Ralph Dillon,187.96,92.98636,,Orthodox,,
Ralph Gracie,175.26,83.007336,,Orthodox,,
Ramazan Emeev,177.8,77.11064,193.04,Southpaw,"May 23, 1987",1987.0
Ramazan Kuramagomedov,182.88,77.11064,,,,
Rameau Thierry Sokoudjou,177.8,92.98636,198.12,Orthodox,"Apr 18, 1984",1984.0
Ramiz Brahimaj,177.8,77.11064,185.42000000000002,Orthodox,"Nov 17, 1992",1992.0
Rampage Jackson,185.42,92.98636,185.42000000000002,Orthodox,"Jun 20, 1978",1978.0
Ramsey Nijem,180.34,70.30676,190.5,Orthodox,"Apr 01, 1988",1988.0
Randa Markos,162.56,52.16308,160.02,Orthodox,"Aug 10, 1985",1985.0
Randall Wallace,180.34,83.91452,185.42000000000002,Orthodox,"Mar 01, 1989",1989.0
Randy Brown,190.5,77.11064,198.12,Orthodox,"Jul 08, 1990",1990.0
Randy Costa,175.26,61.23492,185.42000000000002,Switch,"Jul 06, 1994",1994.0
Randy Couture,185.42,92.98636,190.5,Orthodox,"Jun 22, 1963",1963.0
Rani Yahya,167.64000000000001,61.23492,170.18,Orthodox,"Sep 12, 1984",1984.0
Raoni Barcelos,170.18,61.23492,170.18,Orthodox,"May 01, 1987",1987.0
Raou Raou,172.72,88.45044,,Orthodox,,
Raphael Assuncao,165.1,61.23492,167.64000000000001,Orthodox,"Jul 19, 1982",1982.0
Raphael Butler,190.5,118.387512,,,"Jan 04, 1984",1984.0
Raphael Pessoa,193.04,112.037224,,,"Mar 09, 1989",1989.0
Raquel Pa'aluhi,170.18,61.23492,,,,
Raquel Pennington,170.18,61.23492,170.18,Orthodox,"Sep 05, 1988",1988.0
Rashad Coulter,180.34,92.98636,193.04,Orthodox,"Nov 27, 1981",1981.0
Rashad Evans,182.88,92.98636,190.5,Orthodox,"Sep 25, 1979",1979.0
Rashard Lovelace,,70.30676,,,,
Rashid Magomedov,175.26,70.30676,177.8,Orthodox,"Nov 29, 1984",1984.0
Raul Castillo,180.34,83.91452,,Orthodox,,
Raul Sandoval,,58.96696,,,,
Raulian Paiva,172.72,56.699,175.26,Orthodox,"Oct 17, 1995",1995.0
Ray Borg,162.56,61.23492,160.02,Orthodox,"Aug 04, 1993",1993.0
Ray Perales,177.8,77.11064,,Orthodox,,
Ray Routh,172.72,83.91452,,Orthodox,,
Ray Sefo,182.88,108.86207999999999,,Orthodox,"Feb 15, 1971",1971.0
Ray Seraille,190.5,111.583632,,,,
Ray Sloan,185.42,92.98636,,,"Jul 14, 1985",1985.0
Ray Steinbeiss,180.34,77.11064,,Orthodox,"Sep 12, 1979",1979.0
Ray Wizard,,,,,,
Raymond Daniels,187.96,83.91452,,Southpaw,,
Razak Al-Hassan,187.96,92.98636,,Orthodox,"May 14, 1982",1982.0
Reese Andy,182.88,92.98636,,Orthodox,"Mar 31, 1973",1973.0
Reginaldo Vieira,170.18,61.23492,165.1,,"Nov 26, 1982",1982.0
Remco Pardoel,190.5,117.93392,,Southpaw,,
Remo Cardarelli,,61.23492,,,,
Renan Barao,167.64000000000001,61.23492,177.8,Orthodox,"Jan 31, 1987",1987.0
Renato Moicano,180.34,65.77083999999999,182.88,Orthodox,"May 21, 1989",1989.0
Renato Sobral,185.42,92.98636,190.5,Orthodox,"Sep 07, 1975",1975.0
Renato Verissimo,185.42,77.11064,,Orthodox,"Aug 03, 1973",1973.0
Rene Kronvold,172.72,77.11064,,Orthodox,,
Renee Forte,170.18,70.30676,180.34,Orthodox,"Mar 27, 1987",1987.0
Renzo Gracie,177.8,83.91452,,Orthodox,"Mar 11, 1967",1967.0
Reuben Duran,170.18,61.23492,175.26,Orthodox,"Jul 02, 1983",1983.0
Rex Holman,190.5,92.98636,,Southpaw,,
Rex Richards,195.57999999999998,120.20188,,,,
Reynaldo Trujillo,175.26,70.30676,,,"Jan 01, 1982",1982.0
Reza Madadi,180.34,70.30676,182.88,Orthodox,"Jun 20, 1978",1978.0
Reza Nasri,180.34,92.98636,,Orthodox,,
Rhadi Ferguson,170.18,92.98636,,,,
Ricardo Abreu,180.34,83.91452,185.42000000000002,Orthodox,"Apr 27, 1984",1984.0
Ricardo Almeida,182.88,77.11064,187.96,Orthodox,"Nov 29, 1976",1976.0
Ricardo Arona,180.34,92.98636,,Orthodox,"Jul 17, 1978",1978.0
Ricardo Barros,185.42,92.98636,,,"Mar 22, 1976",1976.0
Ricardo Funch,177.8,77.11064,193.04,Southpaw,"Aug 14, 1980",1980.0
Ricardo Lamas,172.72,65.77083999999999,180.34,Orthodox,"May 21, 1982",1982.0
Ricardo Morais,203.2,122.46984,,Orthodox,"Feb 26, 1967",1967.0
Ricardo Palacios,167.64000000000001,65.77083999999999,,Orthodox,"Jul 05, 1987",1987.0
Ricardo Prasel,205.74,109.76926399999999,,,"Jun 02, 1990",1990.0
Ricardo Ramos,175.26,61.23492,182.88,Orthodox,"Aug 01, 1995",1995.0
Ricardo Romero,182.88,92.98636,193.04,Orthodox,"Apr 15, 1978",1978.0
Ricco Rodriguez,193.04,120.20188,,Orthodox,"Aug 19, 1977",1977.0
Rich Attonito,177.8,77.11064,182.88,Orthodox,"Jun 16, 1977",1977.0
Rich Bouphanouvong,170.18,77.11064,,,,
Rich Clementi,175.26,70.30676,182.88,Southpaw,"Mar 31, 1976",1976.0
Rich Franklin,185.42,83.91452,190.5,Southpaw,"Oct 05, 1974",1974.0
Richard Crunkilton,170.18,70.30676,,Orthodox,"Nov 25, 1979",1979.0
Richard Dalton,185.42,92.98636,,Orthodox,,
Richard Odoms,195.57999999999998,120.20188,208.28,Orthodox,"May 08, 1975",1975.0
Richard Walsh,182.88,77.11064,185.42000000000002,,"Dec 01, 1988",1988.0
Richardson Moreira,187.96,83.91452,182.88,Orthodox,"Mar 31, 1984",1984.0
Richie Hightower,172.72,77.11064,,Orthodox,"Nov 26, 1974",1974.0
Richie Santiago,170.18,61.23492,170.18,Southpaw,"Oct 10, 1992",1992.0
Richie Smullen,175.26,70.30676,172.72,Orthodox,"Aug 17, 1991",1991.0
Richie Vaculik,167.64000000000001,56.699,175.26,Orthodox,"Jun 19, 1983",1983.0
Rick Davis,175.26,70.30676,,Orthodox,,
Rick Glenn,182.88,65.77083999999999,177.8,Southpaw,"Apr 12, 1989",1989.0
Rick Roufus,182.88,93.893544,,Southpaw,,
Rick Story,175.26,77.11064,180.34,Southpaw,"Aug 28, 1984",1984.0
Rickson Gracie,177.8,83.91452,,Switch,"Nov 20, 1958",1958.0
Ricky Johnson,172.72,65.77083999999999,,Orthodox,,
Ricky Legere Jr.,172.72,77.11064,,,,
Ricky Rainey,185.42,77.11064,195.58,Switch,"Jun 29, 1983",1983.0
Ricky Simon,167.64000000000001,61.23492,175.26,Orthodox,"Aug 31, 1992",1992.0
Ricky Turcios,175.26,61.23492,180.34,Orthodox,"Jun 05, 1993",1993.0
Rico Altamirano,177.8,77.11064,,,,
Rico DiSciullo,172.72,61.23492,180.34,Orthodox,"Oct 12, 1986",1986.0
Rico Farrington,193.04,77.11064,,,"Jun 19, 1989",1989.0
Riki Fukuda,182.88,83.91452,185.42000000000002,Southpaw,"Jan 06, 1981",1981.0
Rilley Dutro,172.72,56.699,177.8,Orthodox,"Sep 03, 1987",1987.0
Rin Nakai,154.94,61.23492,152.4,Orthodox,"Oct 22, 1986",1986.0
Roan Carneiro,180.34,77.11064,187.96,Orthodox,"Jun 02, 1978",1978.0
Rob Broughton,187.96,120.20188,187.96,,"Mar 03, 1983",1983.0
Rob Emerson,175.26,70.30676,177.8,Orthodox,"Jul 30, 1981",1981.0
Rob Font,172.72,61.23492,180.34,Orthodox,"Jun 25, 1987",1987.0
Rob Kimmons,177.8,83.91452,185.42000000000002,Orthodox,"Jan 30, 1981",1981.0
Rob MacDonald,190.5,92.98636,198.12,Orthodox,"Sep 05, 1978",1978.0
Rob McCullough,175.26,70.30676,175.26,Orthodox,"May 26, 1977",1977.0
Rob Sinclair,172.72,70.30676,,,"Feb 20, 1980",1980.0
Rob Whiteford,175.26,65.77083999999999,175.26,Southpaw,"Apr 12, 1983",1983.0
Rob Wilkinson,190.5,83.91452,203.2,Orthodox,"Feb 22, 1992",1992.0
Rob Yundt,185.42,83.91452,,Orthodox,"May 05, 1980",1980.0
Robbie Lawler,180.34,77.11064,187.96,Southpaw,"Mar 20, 1982",1982.0
Robert Breslin,180.34,70.30676,,,,
Robert Densley,175.26,70.30676,,,,
Robert Drysdale,190.5,92.98636,198.12,Orthodox,"Oct 05, 1981",1981.0
Robert Lucarelli,187.96,111.13004,,,,
Robert Peralta,172.72,65.77083999999999,180.34,Orthodox,"Mar 14, 1986",1986.0
Robert Whittaker,182.88,83.91452,185.42000000000002,Orthodox,"Dec 20, 1990",1990.0
Roberta Rovel,172.72,65.77083999999999,,,,
Roberto Sanchez,167.64000000000001,56.699,167.64000000000001,Orthodox,"Mar 05, 1986",1986.0
Roberto Traven,190.5,102.965384,,Orthodox,"Sep 16, 1968",1968.0
Rocky Lee,175.26,65.77083999999999,172.72,Orthodox,"Apr 08, 1987",1987.0
Rocky Long,,65.77083999999999,,,"Feb 18, 1978",1978.0
Rodney Faverus,182.88,97.52228,,Southpaw,,
Rodney Wallace,175.26,92.98636,182.88,Switch,"Nov 21, 1981",1981.0
Rodolfo Marques Diniz,167.64000000000001,61.23492,,,"Jan 23, 1984",1984.0
Rodolfo Rubio,165.1,65.77083999999999,167.64000000000001,Orthodox,"Jan 29, 1987",1987.0
Rodrigo Damm,170.18,70.30676,180.34,Orthodox,"Feb 03, 1980",1980.0
Rodrigo Gracie,182.88,83.007336,,Orthodox,"Apr 11, 1975",1975.0
Rodrigo Gripp de Sousa,180.34,92.98636,,Orthodox,,
Rodrigo Nascimento,190.5,111.583632,,,"Nov 26, 1992",1992.0
Rodrigo Ruas,177.8,83.91452,,Orthodox,"Oct 06, 1977",1977.0
Rodrigo de Lima,170.18,70.30676,190.5,Orthodox,"Mar 12, 1991",1991.0
Roger Bowling,175.26,70.30676,172.72,Orthodox,"Dec 05, 1982",1982.0
Roger Carroll,177.8,77.11064,,,,
Roger Gracie,193.04,83.91452,200.66,Orthodox,"Sep 26, 1981",1981.0
Roger Hollett,180.34,92.98636,177.8,Orthodox,"Oct 08, 1978",1978.0
Roger Huerta,175.26,70.30676,177.8,Orthodox,"May 20, 1983",1983.0
Roger Narvaez,190.5,83.91452,200.66,Southpaw,"Sep 09, 1983",1983.0
Roger Zapata,180.34,77.11064,187.96,Southpaw,"May 09, 1986",1986.0
Rogerio Bontorin,167.64000000000001,56.699,170.18,Orthodox,"Apr 25, 1992",1992.0
Rogerio Nogueira,187.96,92.98636,190.5,Southpaw,"Jun 02, 1976",1976.0
Roland Delorme,175.26,61.23492,180.34,Orthodox,"Dec 18, 1983",1983.0
Roland Payne,175.26,92.98636,,Orthodox,,
Rolando Delgado,190.5,70.30676,195.58,Orthodox,"Nov 22, 1981",1981.0
Rolando Dy,172.72,65.77083999999999,175.26,Orthodox,"Aug 11, 1990",1990.0
Rolando Perez,172.72,61.23492,,Orthodox,,
Roldan Sangcha-an,162.56,56.699,165.1,Orthodox,"Dec 04, 1990",1990.0
Rolles Gracie,193.04,109.76926399999999,,Orthodox,"Jul 14, 1978",1978.0
Roman Dolidze,190.5,92.98636,,,"Jul 15, 1988",1988.0
Roman Kopylov,182.88,83.91452,,,"May 04, 1991",1991.0
Roman Mitichyan,177.8,77.11064,,Orthodox,"Sep 04, 1978",1978.0
Roman Salazar,170.18,61.23492,170.18,Orthodox,"Feb 21, 1988",1988.0
Roman Zentsov,185.42,104.32616,,Orthodox,"Sep 10, 1973",1973.0
Romie Aram,177.8,77.11064,,Orthodox,"Dec 02, 1977",1977.0
Ron Faircloth,175.26,92.98636,,Orthodox,"Aug 16, 1979",1979.0
Ron Fields,187.96,90.7184,,Orthodox,"Nov 18, 1974",1974.0
Ron Henderson,177.8,56.699,,,,
Ron Keslar,,83.91452,,,,
Ron Sparks,195.57999999999998,120.20188,,,,
Ron Stallings,187.96,77.11064,190.5,Southpaw,"Jan 25, 1983",1983.0
Ron Waterman,187.96,127.00576,,Orthodox,"Nov 23, 1965",1965.0
Ron van Clief,177.8,86.18248,,Orthodox,"Jan 25, 1943",1943.0
Ronald Carillo,,56.699,,,,
Ronald Jhun,180.34,77.11064,,Orthodox,"Sep 21, 1970",1970.0
Ronaldo Candido,167.64000000000001,56.699,,Southpaw,"Apr 24, 1989",1989.0
Ronda Rousey,170.18,61.23492,172.72,Orthodox,"Feb 01, 1987",1987.0
Ronny Markes,185.42,83.91452,190.5,Orthodox,"Apr 21, 1988",1988.0
Rony Jason,170.18,65.77083999999999,177.8,Orthodox,"Mar 21, 1984",1984.0
Rony Sefo,175.26,102.0582,,Orthodox,,
Ronys Torres,170.18,70.30676,,Orthodox,"Aug 13, 1975",1975.0
Roosevelt Roberts,187.96,70.30676,185.42000000000002,Orthodox,"Feb 11, 1994",1994.0
Rory MacDonald,182.88,77.11064,193.04,Orthodox,"Jul 22, 1989",1989.0
Rory Markham,182.88,77.11064,180.34,Orthodox,"Mar 25, 1982",1982.0
Rory Singer,187.96,83.91452,195.58,Orthodox,"May 28, 1976",1976.0
Rose Namajunas,165.1,52.16308,165.1,Orthodox,"Jun 29, 1992",1992.0
Roshaun Jones,172.72,61.23492,,,,
Rosi Sexton,160.02,61.23492,160.02,Orthodox,"Jul 16, 1977",1977.0
Ross Ebanez,175.26,69.853168,,Southpaw,"May 18, 1975",1975.0
Ross Pearson,172.72,70.30676,175.26,Orthodox,"Sep 26, 1984",1984.0
Ross Pointon,172.72,77.11064,,Orthodox,"Feb 18, 1980",1980.0
Rostem Akman,177.8,77.11064,182.88,Switch,"Dec 19, 1991",1991.0
Rousimar Palhares,172.72,77.11064,180.34,Orthodox,"Feb 26, 1980",1980.0
Roxanne Modafferi,170.18,56.699,175.26,,"Sep 24, 1982",1982.0
Roy Boughton,182.88,92.98636,,,,
Roy Jones,,92.98636,,,"Oct 26, 1983",1983.0
Roy Nelson,182.88,119.294696,182.88,Orthodox,"Jun 20, 1976",1976.0
Royce Alger,177.8,90.264808,,Orthodox,,
Royce Gracie,185.42,79.3786,,Southpaw,"Dec 12, 1966",1966.0
Royler Gracie,172.72,68.0388,,Southpaw,"Dec 06, 1965",1965.0
Royston Wee,170.18,61.23492,170.18,Orthodox,"Nov 15, 1986",1986.0
Ruan Potts,187.96,112.037224,190.5,Orthodox,"Feb 23, 1978",1978.0
Ruben Villareal,193.04,120.20188,,Orthodox,"May 01, 1970",1970.0
Rubens Xavier,190.5,99.79024,,Orthodox,,
Rubin Williams,185.42,83.91452,,Orthodox,"Apr 09, 1976",1976.0
Rudy Bears,180.34,77.11064,,Southpaw,,
Rudyard Moncayo,177.8,88.45044,,Orthodox,,
Rulon Gardner,190.5,120.20188,,Orthodox,"Aug 16, 1971",1971.0
Ruslan Magomedov,190.5,109.76926399999999,198.12,Orthodox,"Nov 26, 1986",1986.0
Russell Doane,170.18,61.23492,177.8,Orthodox,"Aug 13, 1986",1986.0
Russell Patrick,175.26,65.77083999999999,,,,
Rustam Khabilov,172.72,70.30676,185.42000000000002,Orthodox,"Nov 04, 1986",1986.0
Ryan Bader,187.96,92.98636,187.96,Orthodox,"Jun 07, 1983",1983.0
Ryan Bastianelli,165.1,61.23492,,,,
Ryan Benoit,165.1,56.699,172.72,Orthodox,"Aug 25, 1989",1989.0
Ryan Couture,177.8,70.30676,190.5,Orthodox,"Aug 27, 1982",1982.0
Ryan Diaz,,65.77083999999999,,,,
Ryan Gracie,175.26,90.7184,,Orthodox,"Aug 14, 1974",1974.0
Ryan Hall,177.8,70.30676,180.34,,"Feb 22, 1985",1985.0
Ryan Hayes,,,,,,
Ryan Healy,185.42,70.30676,,Orthodox,"Jul 20, 1983",1983.0
Ryan Janes,190.5,83.91452,193.04,Orthodox,"Aug 22, 1981",1981.0
Ryan Jensen,185.42,83.91452,193.04,Orthodox,"Sep 20, 1977",1977.0
Ryan Jimmo,185.42,92.98636,185.42000000000002,Orthodox,"Nov 27, 1981",1981.0
Ryan Keenan,177.8,77.11064,,,"Jun 15, 1985",1985.0
Ryan LaFlare,185.42,77.11064,187.96,Southpaw,"Oct 01, 1983",1983.0
Ryan Larson,,77.11064,,,"Dec 30, 1980",1980.0
Ryan MacDonald,180.34,61.23492,180.34,Switch,"Mar 18, 1993",1993.0
Ryan Madigan,182.88,77.11064,,Orthodox,,
Ryan McGillivray,180.34,77.11064,,,"Sep 27, 1986",1986.0
Ryan McGivern,182.88,83.91452,,Orthodox,"Jan 17, 1980",1980.0
Ryan Parker,190.5,106.59412,,Southpaw,,
Ryan Quinn,172.72,65.77083999999999,,,,
Ryan Roberts,167.64000000000001,70.30676,,Orthodox,"Jul 16, 1978",1978.0
Ryan Spann,195.57999999999998,92.98636,200.66,Orthodox,"Aug 24, 1991",1991.0
Ryan Stonitsch,175.26,77.11064,,Southpaw,"Feb 03, 1977",1977.0
Ryan Thomas,182.88,77.11064,,Orthodox,"Nov 05, 1984",1984.0
Ryan Tobar,,70.30676,,,,
Ryo Chonan,175.26,77.11064,177.8,Orthodox,"Oct 08, 1976",1976.0
Ryo Kawamura,180.34,92.98636,,Orthodox,"Jun 29, 1981",1981.0
Ryuichi Murata,172.72,83.007336,,Orthodox,,
Ryuki Ueyama,180.34,81.64656,,Southpaw,"Apr 17, 1976",1976.0
Ryuta Sakurai,170.18,83.007336,,Orthodox,,
Saad Awad,180.34,70.30676,,,"Jun 07, 1983",1983.0
Sabah Homasi,182.88,77.11064,182.88,Orthodox,"Oct 19, 1988",1988.0
Sabina Mazo,170.18,56.699,177.8,Orthodox,"Mar 25, 1997",1997.0
Saeed Hosseini,,,,,,
Sage Northcutt,182.88,77.11064,180.34,Orthodox,"Mar 01, 1996",1996.0
Sai Wang,182.88,77.11064,182.88,Southpaw,"Jan 14, 1986",1986.0
Said Nurmagomedov,172.72,61.23492,177.8,Orthodox,"Apr 05, 1992",1992.0
Sako Chivitchian,180.34,70.30676,,,"Mar 11, 1984",1984.0
Salim Touahri,177.8,77.11064,182.88,Orthodox,"Sep 28, 1989",1989.0
Salvador Becerra,175.26,70.30676,,,,
Salvador Woods,180.34,77.11064,,,"Feb 05, 1985",1985.0
Sam Adkins,190.5,102.0582,,Orthodox,"Apr 26, 1965",1965.0
Sam Alvey,187.96,92.98636,190.5,Southpaw,"May 06, 1986",1986.0
Sam Fulton,,,,,,
Sam Greco,187.96,92.98636,,Orthodox,"May 03, 1967",1967.0
Sam Hoger,187.96,92.98636,,Orthodox,"Jun 28, 1980",1980.0
Sam Liera,,,,,,
Sam Oropeza,187.96,77.11064,,,,
Sam Sicilia,172.72,65.77083999999999,170.18,Orthodox,"Feb 01, 1986",1986.0
Sam Spengler,180.34,83.91452,,Orthodox,,
Sam Stout,175.26,70.30676,177.8,Orthodox,"Apr 23, 1984",1984.0
Sam Watford,,70.30676,,,,
Sammy Morgan,177.8,77.11064,,Orthodox,"Sep 28, 1981",1981.0
Samy Schiavo,172.72,70.30676,,Orthodox,"Dec 24, 1975",1975.0
Sanae Kikuta,175.26,90.7184,,Orthodox,"Sep 10, 1971",1971.0
Santiago Ponzinibbio,182.88,77.11064,185.42000000000002,Orthodox,"Sep 26, 1986",1986.0
Saparbeg Safarov,185.42,92.98636,198.12,Orthodox,"Oct 14, 1986",1986.0
Sara McMann,167.64000000000001,61.23492,167.64000000000001,Orthodox,"Sep 24, 1980",1980.0
Sarah D'alelio,170.18,65.77083999999999,,,"Dec 13, 1980",1980.0
Sarah Frota,167.64000000000001,52.16308,175.26,Southpaw,"Apr 14, 1987",1987.0
Sarah Kaufman,165.1,61.23492,170.18,Orthodox,"Sep 20, 1985",1985.0
Sarah Moras,170.18,61.23492,170.18,,"Apr 30, 1988",1988.0
Sarah Payant,162.56,52.16308,,,,
Satoru Kitaoka,167.64000000000001,69.853168,,,"Feb 04, 1980",1980.0
Satoshi Honma,185.42,92.98636,,Orthodox,"May 19, 1968",1968.0
Satoshi Ishii,180.34,108.86207999999999,,Orthodox,"Dec 19, 1986",1986.0
Saul Elizondo,170.18,61.23492,,,"Jul 17, 1985",1985.0
Scott Adams,182.88,102.0582,,Southpaw,,
Scott Askham,190.5,83.91452,190.5,Southpaw,"May 20, 1988",1988.0
Scott Baker,182.88,95.25431999999999,,,,
Scott Bessac,193.04,111.13004,,,,
Scott Bills,177.8,77.11064,,,,
Scott Carson,187.96,97.52228,,,,
Scott Ettling,,61.23492,,,,
Scott Ferrozzo,180.34,146.51021599999999,,Orthodox,"Apr 26, 1965",1965.0
Scott Fiedler,193.04,106.59412,,Orthodox,,
Scott Graham,193.04,83.91452,,Orthodox,,
Scott Harper,182.88,83.91452,,Orthodox,"Apr 14, 1972",1972.0
Scott Holtzman,175.26,70.30676,175.26,Orthodox,"Sep 30, 1983",1983.0
Scott Jorgensen,165.1,61.23492,167.64000000000001,Orthodox,"Sep 17, 1982",1982.0
Scott Junk,185.42,120.20188,,Orthodox,"Dec 17, 1978",1978.0
Scott Lighty,187.96,92.98636,,,"Oct 15, 1978",1978.0
Scott McAfee,172.72,70.30676,,Orthodox,"Aug 23, 1983",1983.0
Scott McDonald,,,,,,
Scott Morris,177.8,95.25431999999999,,Orthodox,,
Scott Norton,177.8,77.11064,,Orthodox,"Mar 15, 1973",1973.0
Scott Shaffer,170.18,65.77083999999999,,Orthodox,,
Scott Smith,182.88,83.91452,177.8,Orthodox,"May 21, 1979",1979.0
Scott Ventimiglia,180.34,83.91452,,,"Nov 17, 1972",1972.0
Sean Alvarez,182.88,106.59412,,Orthodox,"Jul 14, 1971",1971.0
Sean Bassett,,70.30676,,,,
Sean Brady,175.26,77.11064,,,"Nov 23, 1992",1992.0
Sean Daugherty,182.88,79.3786,,,"Dec 04, 1975",1975.0
Sean Gannon,190.5,120.20188,,Southpaw,,
Sean Holden,177.8,77.11064,,,"Sep 17, 1984",1984.0
Sean Lally,182.88,77.11064,187.96,Orthodox,"Nov 04, 1990",1990.0
Sean Loeffler,190.5,83.91452,,Orthodox,"May 23, 1982",1982.0
Sean McCorkle,200.66,120.20188,205.74,Orthodox,"Jul 17, 1976",1976.0
Sean O'Connell,185.42,92.98636,187.96,Orthodox,"Sep 02, 1983",1983.0
Sean O'Haire,195.57999999999998,122.46984,,Orthodox,"Feb 25, 1971",1971.0
Sean O'Malley,180.34,61.23492,182.88,Switch,"Oct 24, 1994",1994.0
Sean Pierson,182.88,77.11064,193.04,Southpaw,"Mar 10, 1976",1976.0
Sean Salmon,177.8,83.91452,,Southpaw,"Sep 11, 1977",1977.0
Sean Santella,165.1,56.699,,,"Oct 25, 1984",1984.0
Sean Sherk,167.64000000000001,70.30676,170.18,Orthodox,"Aug 05, 1973",1973.0
Sean Soriano,175.26,65.77083999999999,177.8,Orthodox,"Oct 06, 1989",1989.0
Sean Spencer,177.8,77.11064,190.5,,"Jun 25, 1987",1987.0
Sean Strickland,185.42,77.11064,193.04,Orthodox,"Feb 27, 1991",1991.0
Sean Wilson,172.72,65.77083999999999,,,"Oct 20, 1982",1982.0
Seichi Ikemoto,180.34,76.203456,,Orthodox,"Aug 24, 1975",1975.0
Semmy Schilt,208.28,120.20188,,Orthodox,"Oct 27, 1973",1973.0
Seohee Ham,157.48000000000002,52.16308,157.48,Southpaw,"Mar 08, 1987",1987.0
